depth,age
7.799999999999999989e-02,1.606464569235268591e+00
7.900000000000000078e-02,1.607759995161972544e+00
8.000000000000000167e-02,1.609052866459612874e+00
8.100000000000000255e-02,1.610343157113667933e+00
8.200000000000000344e-02,1.611630841338842934e+00
8.300000000000000433e-02,1.612915893581361670e+00
8.400000000000000522e-02,1.614198288521236035e+00
8.500000000000000611e-02,1.615478001074514225e+00
8.600000000000000699e-02,1.616755006395510064e+00
8.700000000000000788e-02,1.618029279879009463e+00
8.799999999999999489e-02,1.619300797162455563e+00
8.899999999999999578e-02,1.620569534128113220e+00
8.999999999999999667e-02,1.621835466905211520e+00
9.099999999999999756e-02,1.623098571872063411e+00
9.199999999999999845e-02,1.624358825658164474e+00
9.299999999999999933e-02,1.625616205146268811e+00
9.400000000000000022e-02,1.626870687474441635e+00
9.500000000000000111e-02,1.628122250038091412e+00
9.600000000000000200e-02,1.629370870491976486e+00
9.700000000000000289e-02,1.630616526752191042e+00
9.800000000000000377e-02,1.631859196998125094e+00
9.900000000000000466e-02,1.633098859674404491e+00
1.000000000000000056e-01,1.634335493492804714e+00
1.010000000000000064e-01,1.635569077434141594e+00
1.020000000000000073e-01,1.636799590750138922e+00
1.030000000000000082e-01,1.638027012965270979e+00
1.040000000000000091e-01,1.639251323878581967e+00
1.049999999999999961e-01,1.640472503565479023e+00
1.059999999999999970e-01,1.641690532379504130e+00
1.069999999999999979e-01,1.642905390954076950e+00
1.079999999999999988e-01,1.644117060204216552e+00
1.089999999999999997e-01,1.645325521328236507e+00
1.100000000000000006e-01,1.646530755809414215e+00
1.110000000000000014e-01,1.647732745417636480e+00
1.120000000000000023e-01,1.648931472211018212e+00
1.130000000000000032e-01,1.650126918537496712e+00
1.140000000000000041e-01,1.651319067036399302e+00
1.150000000000000050e-01,1.652507900639984983e+00
1.160000000000000059e-01,1.653693402574961446e+00
1.170000000000000068e-01,1.654875556363974098e+00
1.180000000000000077e-01,1.656054345827070229e+00
1.190000000000000085e-01,1.657229755083135858e+00
1.199999999999999956e-01,1.658401768551306832e+00
1.209999999999999964e-01,1.659570370952352381e+00
1.219999999999999973e-01,1.660735547310031812e+00
1.229999999999999982e-01,1.661897282952426558e+00
1.239999999999999991e-01,1.663055563513241575e+00
1.250000000000000000e-01,1.664210374933081882e+00
1.260000000000000009e-01,1.665361703460702447e+00
1.270000000000000018e-01,1.666509535654228324e+00
1.280000000000000027e-01,1.667653858382349252e+00
1.290000000000000036e-01,1.668794658825486277e+00
1.300000000000000044e-01,1.669931924476929508e+00
1.310000000000000053e-01,1.671065643143950341e+00
1.320000000000000062e-01,1.672195802948883481e+00
1.330000000000000071e-01,1.673322392330182762e+00
1.340000000000000080e-01,1.674445400043446774e+00
1.350000000000000089e-01,1.675564815162419841e+00
1.360000000000000098e-01,1.676680627079960351e+00
1.370000000000000107e-01,1.677792825508984009e+00
1.380000000000000115e-01,1.678901400483377993e+00
1.390000000000000124e-01,1.680006342358884908e+00
1.400000000000000133e-01,1.681107641813960552e+00
1.410000000000000142e-01,1.682205289850601915e+00
1.420000000000000151e-01,1.683299277795145654e+00
1.430000000000000160e-01,1.684389597299039032e+00
1.440000000000000169e-01,1.685476240339581544e+00
1.449999999999999900e-01,1.686559199220637240e+00
1.459999999999999909e-01,1.687638466573318619e+00
1.469999999999999918e-01,1.688714035356641219e+00
1.479999999999999927e-01,1.689785898858148894e+00
1.489999999999999936e-01,1.690854050694509558e+00
1.499999999999999944e-01,1.691918484812083179e+00
1.509999999999999953e-01,1.692979195487458899e+00
1.519999999999999962e-01,1.694036177327963522e+00
1.529999999999999971e-01,1.695089425272140682e+00
1.539999999999999980e-01,1.696138934590199598e+00
1.549999999999999989e-01,1.697184700884436737e+00
1.559999999999999998e-01,1.698226720089625275e+00
1.570000000000000007e-01,1.699264988473376148e+00
1.580000000000000016e-01,1.700299502636470672e+00
1.590000000000000024e-01,1.701330259513160748e+00
1.600000000000000033e-01,1.702357256371443306e+00
1.610000000000000042e-01,1.703380490813300785e+00
1.620000000000000051e-01,1.704399960774916289e+00
1.630000000000000060e-01,1.705415664526854780e+00
1.640000000000000069e-01,1.706427600674218281e+00
1.650000000000000078e-01,1.707435768156769340e+00
1.660000000000000087e-01,1.708440166249024728e+00
1.670000000000000095e-01,1.709440794560320720e+00
1.680000000000000104e-01,1.710437653034846850e+00
1.690000000000000113e-01,1.711430741951651679e+00
1.700000000000000122e-01,1.712420061924617487e+00
1.710000000000000131e-01,1.713405613902406088e+00
1.720000000000000140e-01,1.714387399168374460e+00
1.730000000000000149e-01,1.715365419340460607e+00
1.740000000000000158e-01,1.716339676371039680e+00
1.750000000000000167e-01,1.717310172546751224e+00
1.759999999999999898e-01,1.718276910488295339e+00
1.769999999999999907e-01,1.719239893150200871e+00
1.779999999999999916e-01,1.720199123820561171e+00
1.789999999999999925e-01,1.721154606120744335e+00
1.799999999999999933e-01,1.722106344005069678e+00
1.809999999999999942e-01,1.723054341760457575e+00
1.819999999999999951e-01,1.723998604006047541e+00
1.829999999999999960e-01,1.724939135692789671e+00
1.839999999999999969e-01,1.725875942103003435e+00
1.849999999999999978e-01,1.726809028849908501e+00
1.859999999999999987e-01,1.727738401877127128e+00
1.869999999999999996e-01,1.728664067458155484e+00
1.880000000000000004e-01,1.729586032195806311e+00
1.890000000000000013e-01,1.730504303021623169e+00
1.900000000000000022e-01,1.731418887195263157e+00
1.910000000000000031e-01,1.732329792303854532e+00
1.920000000000000040e-01,1.733237026261320590e+00
1.930000000000000049e-01,1.734140597307677334e+00
1.940000000000000058e-01,1.735040514008302281e+00
1.950000000000000067e-01,1.735936785253172410e+00
1.960000000000000075e-01,1.736829420256075895e+00
1.970000000000000084e-01,1.737718428553792327e+00
1.980000000000000093e-01,1.738603820005246714e+00
1.990000000000000102e-01,1.739485604790632856e+00
2.000000000000000111e-01,1.740363793410509619e+00
2.010000000000000120e-01,1.741238396684868128e+00
2.020000000000000129e-01,1.742109425752170537e+00
2.030000000000000138e-01,1.742976892068361039e+00
2.040000000000000147e-01,1.743840807405847793e+00
2.050000000000000155e-01,1.744701183852456872e+00
2.060000000000000164e-01,1.745558033810360232e+00
2.070000000000000173e-01,1.746411369994971929e+00
2.080000000000000182e-01,1.747261205433820130e+00
2.089999999999999913e-01,1.748107553465389374e+00
2.099999999999999922e-01,1.748950427737936186e+00
2.109999999999999931e-01,1.749789842208276047e+00
2.119999999999999940e-01,1.750625811140544164e+00
2.129999999999999949e-01,1.751458349104928480e+00
2.139999999999999958e-01,1.752287470976375161e+00
2.149999999999999967e-01,1.753113191933267867e+00
2.159999999999999976e-01,1.753935527456078614e+00
2.169999999999999984e-01,1.754754493325993758e+00
2.179999999999999993e-01,1.755570105623511346e+00
2.190000000000000002e-01,1.756382380727013359e+00
2.200000000000000011e-01,1.757191335311310665e+00
2.210000000000000020e-01,1.757996986346161528e+00
2.220000000000000029e-01,1.758799351094764596e+00
2.230000000000000038e-01,1.759598447112226127e+00
2.240000000000000047e-01,1.760394292243999237e+00
2.250000000000000056e-01,1.761186904624299832e+00
2.260000000000000064e-01,1.761976302674495232e+00
2.270000000000000073e-01,1.762762505101468591e+00
2.280000000000000082e-01,1.763545530895956226e+00
2.290000000000000091e-01,1.764325399330862076e+00
2.300000000000000100e-01,1.765102129959544186e+00
2.310000000000000109e-01,1.765875742614079424e+00
2.320000000000000118e-01,1.766646257403500675e+00
2.330000000000000127e-01,1.767413694712010930e+00
2.340000000000000135e-01,1.768178075197173627e+00
2.350000000000000144e-01,1.768939419788076339e+00
2.360000000000000153e-01,1.769697749683472265e+00
2.370000000000000162e-01,1.770453086349897509e+00
2.380000000000000171e-01,1.771205451519763940e+00
2.390000000000000180e-01,1.771954867189429406e+00
2.399999999999999911e-01,1.772701355617242402e+00
2.409999999999999920e-01,1.773444939321567215e+00
2.419999999999999929e-01,1.774185641078781517e+00
2.429999999999999938e-01,1.774923483921254652e+00
2.439999999999999947e-01,1.775658491135301054e+00
2.449999999999999956e-01,1.776390686259112339e+00
2.459999999999999964e-01,1.777120093080665875e+00
2.469999999999999973e-01,1.777846735635612463e+00
2.479999999999999982e-01,1.778570638205140941e+00
2.489999999999999991e-01,1.779291825313821684e+00
2.500000000000000000e-01,1.780010321727427680e+00
2.510000000000000009e-01,1.780726152450734956e+00
2.520000000000000018e-01,1.781439342725302133e+00
2.530000000000000027e-01,1.782149918027227109e+00
2.540000000000000036e-01,1.782857904064885091e+00
2.550000000000000044e-01,1.783563326776644864e+00
2.560000000000000053e-01,1.784266212328564416e+00
2.570000000000000062e-01,1.784966587112066794e+00
2.580000000000000071e-01,1.785664477741596201e+00
2.590000000000000080e-01,1.786359911052253668e+00
2.600000000000000089e-01,1.787052914097414069e+00
2.610000000000000098e-01,1.787743514146321377e+00
2.620000000000000107e-01,1.788431738681668826e+00
2.630000000000000115e-01,1.789117615397155303e+00
2.640000000000000124e-01,1.789801172195027767e+00
2.650000000000000133e-01,1.790482437183600783e+00
2.660000000000000142e-01,1.791161438674760964e+00
2.670000000000000151e-01,1.791838205181452315e+00
2.680000000000000160e-01,1.792512765415142484e+00
2.690000000000000169e-01,1.793185148283273023e+00
2.700000000000000178e-01,1.793855382886692329e+00
2.710000000000000187e-01,1.794523498517069271e+00
2.720000000000000195e-01,1.795189524654292601e+00
2.730000000000000204e-01,1.795853490963852161e+00
2.740000000000000213e-01,1.796515427294202993e+00
2.750000000000000222e-01,1.797175363674115234e+00
2.760000000000000231e-01,1.797833330310005806e+00
2.770000000000000240e-01,1.798489357583255455e+00
2.780000000000000249e-01,1.799143476047511125e+00
2.790000000000000258e-01,1.799795716425970582e+00
2.800000000000000266e-01,1.800446109608654144e+00
2.810000000000000275e-01,1.801094686649660659e+00
2.820000000000000284e-01,1.801741478764409488e+00
2.830000000000000293e-01,1.802386517326867388e+00
2.840000000000000302e-01,1.803029833866761411e+00
2.850000000000000311e-01,1.803671460066779142e+00
2.860000000000000320e-01,1.804311427759753395e+00
2.870000000000000329e-01,1.804949768925835363e+00
2.880000000000000338e-01,1.805586515689654226e+00
2.889999999999999791e-01,1.806221700317462320e+00
2.899999999999999800e-01,1.806855355214270764e+00
2.909999999999999809e-01,1.807487512920969541e+00
2.919999999999999818e-01,1.808118206111438475e+00
2.929999999999999827e-01,1.808747467589643332e+00
2.939999999999999836e-01,1.809375330286723482e+00
2.949999999999999845e-01,1.810001827258065799e+00
2.959999999999999853e-01,1.810626991680369002e+00
2.969999999999999862e-01,1.811250856848696689e+00
2.979999999999999871e-01,1.811873456173518804e+00
2.989999999999999880e-01,1.812494823177746017e+00
2.999999999999999889e-01,1.813114991493750328e+00
3.009999999999999898e-01,1.813733994860377674e+00
3.019999999999999907e-01,1.814351867119952555e+00
3.029999999999999916e-01,1.814968642215269989e+00
3.039999999999999925e-01,1.815584354186581928e+00
3.049999999999999933e-01,1.816199037168573227e+00
3.059999999999999942e-01,1.816812725387329186e+00
3.069999999999999951e-01,1.817425453157295978e+00
3.079999999999999960e-01,1.818037254878232201e+00
3.089999999999999969e-01,1.818648165032153763e+00
3.099999999999999978e-01,1.819258218180270781e+00
3.109999999999999987e-01,1.819867448959916700e+00
3.119999999999999996e-01,1.820475892081473868e+00
3.130000000000000004e-01,1.821083582325287775e+00
3.140000000000000013e-01,1.821690554538579310e+00
3.150000000000000022e-01,1.822296843632349228e+00
3.160000000000000031e-01,1.822902484578276638e+00
3.170000000000000040e-01,1.823507512405613040e+00
3.180000000000000049e-01,1.824111962198070591e+00
3.190000000000000058e-01,1.824715869090705489e+00
3.200000000000000067e-01,1.825319268266798245e+00
3.210000000000000075e-01,1.825922194954726852e+00
3.220000000000000084e-01,1.826524684424839062e+00
3.230000000000000093e-01,1.827126771986318232e+00
3.240000000000000102e-01,1.827728492984048492e+00
3.250000000000000111e-01,1.828329882795473260e+00
3.260000000000000120e-01,1.828930976827454202e+00
3.270000000000000129e-01,1.829531810513126411e+00
3.280000000000000138e-01,1.830132419308749592e+00
3.290000000000000147e-01,1.830732838690559916e+00
3.300000000000000155e-01,1.831333104151618096e+00
3.310000000000000164e-01,1.831933251198657686e+00
3.320000000000000173e-01,1.832533315348929381e+00
3.330000000000000182e-01,1.833133332127048432e+00
3.340000000000000191e-01,1.833733337061836721e+00
3.350000000000000200e-01,1.834333365683169292e+00
3.360000000000000209e-01,1.834933453518816204e+00
3.370000000000000218e-01,1.835533636091288612e+00
3.380000000000000226e-01,1.836133948914681957e+00
3.390000000000000235e-01,1.836734427491522492e+00
3.400000000000000244e-01,1.837335107309612914e+00
3.410000000000000253e-01,1.837936023838880661e+00
3.420000000000000262e-01,1.838537212528227549e+00
3.430000000000000271e-01,1.839138708802379618e+00
3.440000000000000280e-01,1.839740548058742320e+00
3.450000000000000289e-01,1.840342765664255031e+00
3.460000000000000298e-01,1.840945396952250013e+00
3.470000000000000306e-01,1.841548477219314028e+00
3.480000000000000315e-01,1.842152041722152411e+00
3.490000000000000324e-01,1.842756125674458900e+00
3.500000000000000333e-01,1.843360764243785255e+00
3.510000000000000342e-01,1.843965992548420640e+00
3.519999999999999796e-01,1.844571845654268794e+00
3.529999999999999805e-01,1.845178358571736510e+00
3.539999999999999813e-01,1.845785566252621468e+00
3.549999999999999822e-01,1.846393503587008267e+00
3.559999999999999831e-01,1.847002205400170460e+00
3.569999999999999840e-01,1.847611706449474811e+00
3.579999999999999849e-01,1.848222041421296646e+00
3.589999999999999858e-01,1.848833244927936548e+00
3.599999999999999867e-01,1.849445351504547030e+00
3.609999999999999876e-01,1.850058395606064998e+00
3.619999999999999885e-01,1.850672411604150636e+00
3.629999999999999893e-01,1.851287433784134739e+00
3.639999999999999902e-01,1.851903496341973376e+00
3.649999999999999911e-01,1.852520633381210313e+00
3.659999999999999920e-01,1.853138878909947218e+00
3.669999999999999929e-01,1.853758266837823632e+00
3.679999999999999938e-01,1.854378830973004710e+00
3.689999999999999947e-01,1.855000605019177407e+00
3.699999999999999956e-01,1.855623622572558418e+00
3.709999999999999964e-01,1.856247917118908131e+00
3.719999999999999973e-01,1.856873522030557444e+00
3.729999999999999982e-01,1.857500470563442807e+00
3.739999999999999991e-01,1.858128795854152360e+00
3.750000000000000000e-01,1.858758530916983176e+00
3.760000000000000009e-01,1.859389708641007832e+00
3.770000000000000018e-01,1.860022361787153189e+00
3.780000000000000027e-01,1.860656522985291161e+00
3.790000000000000036e-01,1.861292224731339262e+00
3.800000000000000044e-01,1.861929499384374687e+00
3.810000000000000053e-01,1.862568379163760390e+00
3.820000000000000062e-01,1.863208896146282267e+00
3.830000000000000071e-01,1.863851082263300540e+00
3.840000000000000080e-01,1.864494969297913141e+00
3.850000000000000089e-01,1.865140588882132633e+00
3.860000000000000098e-01,1.865787972494076907e+00
3.870000000000000107e-01,1.866437151455172083e+00
3.880000000000000115e-01,1.867088156927371401e+00
3.890000000000000124e-01,1.867741019910386990e+00
3.900000000000000133e-01,1.868395771238935410e+00
3.910000000000000142e-01,1.869052441580000501e+00
3.920000000000000151e-01,1.869711061430107346e+00
3.930000000000000160e-01,1.870371661112614881e+00
3.940000000000000169e-01,1.871034270775021602e+00
3.950000000000000178e-01,1.871698920386288378e+00
3.960000000000000187e-01,1.872365639734175469e+00
3.970000000000000195e-01,1.873034458422597748e+00
3.980000000000000204e-01,1.873705405868994145e+00
3.990000000000000213e-01,1.874378511301714845e+00
4.000000000000000222e-01,1.875053803757425808e+00
4.010000000000000231e-01,1.875731312078528390e+00
4.020000000000000240e-01,1.876411064910598281e+00
4.030000000000000249e-01,1.877093090699840428e+00
4.040000000000000258e-01,1.877777417690563055e+00
4.050000000000000266e-01,1.878464073922668121e+00
4.060000000000000275e-01,1.879153087229160857e+00
4.070000000000000284e-01,1.879844485233677087e+00
4.080000000000000293e-01,1.880538295348030964e+00
4.090000000000000302e-01,1.881234544769778472e+00
4.100000000000000311e-01,1.881933260479802028e+00
4.110000000000000320e-01,1.882634469239914621e+00
4.120000000000000329e-01,1.883338197590481489e+00
4.130000000000000338e-01,1.884044471848064006e+00
4.140000000000000346e-01,1.884753318103080666e+00
4.150000000000000355e-01,1.885464762217490486e+00
4.160000000000000364e-01,1.886178829822495961e+00
4.169999999999999818e-01,1.886895546316265548e+00
4.179999999999999827e-01,1.887614936861678583e+00
4.189999999999999836e-01,1.888337026384088624e+00
4.199999999999999845e-01,1.889061839569111889e+00
4.209999999999999853e-01,1.889789400860432123e+00
4.219999999999999862e-01,1.890519734457630774e+00
4.229999999999999871e-01,1.891252864314036941e+00
4.239999999999999880e-01,1.891988814134599961e+00
4.249999999999999889e-01,1.892727607373783316e+00
4.259999999999999898e-01,1.893469267233481856e+00
4.269999999999999907e-01,1.894213816660960781e+00
4.279999999999999916e-01,1.894961278346817046e+00
4.289999999999999925e-01,1.895711674722963425e+00
4.299999999999999933e-01,1.896465027960637650e+00
4.309999999999999942e-01,1.897221359968430665e+00
4.319999999999999951e-01,1.897980692390343060e+00
4.329999999999999960e-01,1.898743046603860396e+00
4.339999999999999969e-01,1.899508443718055384e+00
4.349999999999999978e-01,1.900276904571712944e+00
4.359999999999999987e-01,1.901048449731479018e+00
4.369999999999999996e-01,1.901823099490033142e+00
4.380000000000000004e-01,1.902600873864287001e+00
4.390000000000000013e-01,1.903381792593605626e+00
4.400000000000000022e-01,1.904165875138054131e+00
4.410000000000000031e-01,1.904953140676669321e+00
4.420000000000000040e-01,1.905743608105756159e+00
4.430000000000000049e-01,1.906537296037209117e+00
4.440000000000000058e-01,1.907334222796859047e+00
4.450000000000000067e-01,1.908134406422845597e+00
4.460000000000000075e-01,1.908937864664014050e+00
4.470000000000000084e-01,1.909744614978339916e+00
4.480000000000000093e-01,1.910554674531377950e+00
4.490000000000000102e-01,1.911368060194736707e+00
4.500000000000000111e-01,1.912184788544580627e+00
4.510000000000000120e-01,1.913004875860157217e+00
4.520000000000000129e-01,1.913828338122351758e+00
4.530000000000000138e-01,1.914655191012266444e+00
4.540000000000000147e-01,1.915485449909829052e+00
4.550000000000000155e-01,1.916319129892425810e+00
4.560000000000000164e-01,1.917156245733562026e+00
4.570000000000000173e-01,1.917996811901550691e+00
4.580000000000000182e-01,1.918840842558226623e+00
4.590000000000000191e-01,1.919688351557688577e+00
4.600000000000000200e-01,1.920539352445069348e+00
4.610000000000000209e-01,1.921393858455331172e+00
4.620000000000000218e-01,1.922251882512091781e+00
4.630000000000000226e-01,1.923113437226475098e+00
4.640000000000000235e-01,1.923978534895992354e+00
4.650000000000000244e-01,1.924847187503448076e+00
4.660000000000000253e-01,1.925719406715877380e+00
4.670000000000000262e-01,1.926595203883508578e+00
4.680000000000000271e-01,1.927474590038755542e+00
4.690000000000000280e-01,1.928357575895237153e+00
4.700000000000000289e-01,1.929244171846826283e+00
4.710000000000000298e-01,1.930134387966726317e+00
4.720000000000000306e-01,1.931028234006576305e+00
4.730000000000000315e-01,1.931925719395584551e+00
4.740000000000000324e-01,1.932826853239691722e+00
4.750000000000000333e-01,1.933731644320761500e+00
4.760000000000000342e-01,1.934640101095800535e+00
4.770000000000000351e-01,1.935552231696207048e+00
4.780000000000000360e-01,1.936468043927049631e+00
4.790000000000000369e-01,1.937387545266372690e+00
4.799999999999999822e-01,1.938310742864532532e+00
4.809999999999999831e-01,1.939237643543562317e+00
4.819999999999999840e-01,1.940168253796566988e+00
4.829999999999999849e-01,1.941102579787144844e+00
4.839999999999999858e-01,1.942040627348840864e+00
4.849999999999999867e-01,1.942982401984629348e+00
4.859999999999999876e-01,1.943927908866423193e+00
4.869999999999999885e-01,1.944877152834616929e+00
4.879999999999999893e-01,1.945830138397654174e+00
4.889999999999999902e-01,1.946786869731629288e+00
4.899999999999999911e-01,1.947747350679915446e+00
4.909999999999999920e-01,1.948711584752823356e+00
4.919999999999999929e-01,1.949679575127289510e+00
4.929999999999999938e-01,1.950651324646593521e+00
4.939999999999999947e-01,1.951626835820106987e+00
4.949999999999999956e-01,1.952606110823068564e+00
4.959999999999999964e-01,1.953589151496392784e+00
4.969999999999999973e-01,1.954575959346504632e+00
4.979999999999999982e-01,1.955566535545207429e+00
4.989999999999999991e-01,1.956560880929577806e+00
5.000000000000000000e-01,1.957558996001891094e+00
5.010000000000000009e-01,1.958560880929577808e+00
5.020000000000000018e-01,1.959566535545207433e+00
5.030000000000000027e-01,1.960575959346504638e+00
5.040000000000000036e-01,1.961589151496392791e+00
5.050000000000000044e-01,1.962606110823068573e+00
5.060000000000000053e-01,1.963626835820106997e+00
5.070000000000000062e-01,1.964651324646593533e+00
5.080000000000000071e-01,1.965679575127289525e+00
5.090000000000000080e-01,1.966711584752823594e+00
5.100000000000000089e-01,1.967747350679915463e+00
5.110000000000000098e-01,1.968786869731629308e+00
5.120000000000000107e-01,1.969830138397654196e+00
5.130000000000000115e-01,1.970877152834616730e+00
5.140000000000000124e-01,1.971927908866423218e+00
5.150000000000000133e-01,1.972982401984629153e+00
5.160000000000000142e-01,1.974040627348840893e+00
5.170000000000000151e-01,1.975102579787144874e+00
5.180000000000000160e-01,1.976168253796567020e+00
5.190000000000000169e-01,1.977237643543562573e+00
5.200000000000000178e-01,1.978310742864532568e+00
5.210000000000000187e-01,1.979387545266372728e+00
5.220000000000000195e-01,1.980468043927049671e+00
5.230000000000000204e-01,1.981552231696207089e+00
5.240000000000000213e-01,1.982640101095800578e+00
5.250000000000000222e-01,1.983731644320761545e+00
5.260000000000000231e-01,1.984826853239691768e+00
5.270000000000000240e-01,1.985925719395584599e+00
5.280000000000000249e-01,1.987028234006576355e+00
5.290000000000000258e-01,1.988134387966726369e+00
5.300000000000000266e-01,1.989244171846826337e+00
5.310000000000000275e-01,1.990357575895237208e+00
5.320000000000000284e-01,1.991474590038755377e+00
5.330000000000000293e-01,1.992595203883508637e+00
5.340000000000000302e-01,1.993719406715877440e+00
5.350000000000000311e-01,1.994847187503447916e+00
5.360000000000000320e-01,1.995978534895992196e+00
5.370000000000000329e-01,1.997113437226475163e+00
5.380000000000000338e-01,1.998251882512091626e+00
5.390000000000000346e-01,1.999393858455331241e+00
5.400000000000000355e-01,2.000539352445069419e+00
5.410000000000000364e-01,2.001688351557688428e+00
5.420000000000000373e-01,2.002840842558226697e+00
5.430000000000000382e-01,2.003996811901550767e+00
5.440000000000000391e-01,2.005156245733561882e+00
5.450000000000000400e-01,2.006319129892425668e+00
5.460000000000000409e-01,2.007485449909829356e+00
5.470000000000000417e-01,2.008655191012266528e+00
5.480000000000000426e-01,2.009828338122351621e+00
5.490000000000000435e-01,2.011004875860157526e+00
5.500000000000000444e-01,2.012184788544580716e+00
5.510000000000000453e-01,2.013368060194736575e+00
5.520000000000000462e-01,2.014554674531377820e+00
5.530000000000000471e-01,2.015744614978340010e+00
5.540000000000000480e-01,2.016937864664013702e+00
5.550000000000000488e-01,2.018134406422845473e+00
5.560000000000000497e-01,2.019334222796858924e+00
5.570000000000000506e-01,2.020537296037208996e+00
5.580000000000000515e-01,2.021743608105756262e+00
5.590000000000000524e-01,2.022953140676669648e+00
5.600000000000000533e-01,2.024165875138054460e+00
5.610000000000000542e-01,2.025381792593605734e+00
5.620000000000000551e-01,2.026600873864287333e+00
5.630000000000000560e-01,2.027823099490033698e+00
5.640000000000000568e-01,2.029048449731479131e+00
5.650000000000000577e-01,2.030276904571713281e+00
5.660000000000000586e-01,2.031508443718055723e+00
5.670000000000000595e-01,2.032743046603860737e+00
5.680000000000000604e-01,2.033980692390343403e+00
5.690000000000000613e-01,2.035221359968431010e+00
5.700000000000000622e-01,2.036465027960637997e+00
5.710000000000000631e-01,2.037711674722963551e+00
5.720000000000000639e-01,2.038961278346817174e+00
5.730000000000000648e-01,2.040213816660961132e+00
5.740000000000000657e-01,2.041469267233482210e+00
5.750000000000000666e-01,2.042727607373783449e+00
5.760000000000000675e-01,2.043988814134600318e+00
5.769999999999999574e-01,2.045252864314036856e+00
5.779999999999999583e-01,2.046519734457630690e+00
5.789999999999999591e-01,2.047789400860432263e+00
5.799999999999999600e-01,2.049061839569112031e+00
5.809999999999999609e-01,2.050337026384088546e+00
